Date,Interval,Datetime,MP,CP35,30ImbWei,30ExAnte,7ImbWei,7ExAnte
21/06/2019,4,21/06/2019 18:00,9.6799,10.02489429,9.503573333,9.49263,9.628414286,9.710271429
21/06/2019,5,21/06/2019 22:00,9,10.02260857,9.503573333,9.419076667,9.500342857,9.710271429
22/06/2019,1,22/06/2019 6:00,9.6991,10.04029714,9.52533,9.525893333,9.718428571,9.799771429
22/06/2019,2,22/06/2019 10:00,9.95,10.06572571,9.52533,9.487213333,9.741442857,9.799771429
22/06/2019,3,22/06/2019 14:00,9.68,10.08115429,9.52533,9.4166,9.508571429,9.799771429
22/06/2019,4,22/06/2019 18:00,9.69,10.09429714,9.52533,9.513626667,9.714114286,9.799771429
22/06/2019,5,22/06/2019 22:00,9.55,10.09601143,9.52533,9.414076667,9.488914286,9.799771429
23/06/2019,1,23/06/2019 6:00,9.47,10.09055143,9.54814,9.549196667,9.809728571,9.871485714
23/06/2019,2,23/06/2019 10:00,9.5495,10.10596571,9.54814,9.51088,9.857157143,9.871485714
23/06/2019,3,23/06/2019 14:00,9.66,10.12310857,9.54814,9.435933333,9.572857143,9.871485714
23/06/2019,4,23/06/2019 18:00,9.9499,10.15424857,9.54814,9.533666667,9.742685714,9.871485714
23/06/2019,5,23/06/2019 22:00,10.5551,10.20128286,9.54814,9.415696667,9.473042857,9.871485714
24/06/2019,1,24/06/2019 6:00,9.69,10.21385429,9.55834,9.557863333,9.875442857,9.9209
24/06/2019,2,24/06/2019 10:00,9.95,10.23128286,9.55834,9.528236667,9.927085714,9.9209
24/06/2019,3,24/06/2019 14:00,9.8511,10.23074286,9.55834,9.450933333,9.687142857,9.9209
24/06/2019,4,24/06/2019 18:00,9.6,10.23874286,9.55834,9.561996667,9.8914,9.9209
24/06/2019,5,24/06/2019 22:00,9.4589,10.25156857,9.55834,9.45283,9.659485714,9.9209
25/06/2019,1,25/06/2019 6:00,9.9331,10.26965714,9.576023333,9.573863333,9.925442857,9.929185714
25/06/2019,2,25/06/2019 10:00,9.9989,10.27276857,9.576023333,9.559903333,9.938514286,9.929185714
25/06/2019,3,25/06/2019 14:00,9.76,10.26762286,9.576023333,9.48097,9.763014286,9.929185714
25/06/2019,4,25/06/2019 18:00,9.48,10.27476571,9.576023333,9.608663333,9.975685714,9.929185714
25/06/2019,5,25/06/2019 22:00,9.1889,10.26644857,9.576023333,9.50146,9.682185714,9.929185714
26/06/2019,1,26/06/2019 6:00,9.34,10.25644857,9.59993,9.5983,9.9316,9.806942857
26/06/2019,2,26/06/2019 10:00,9.35,10.23362,9.59993,9.5932,9.946914286,9.806942857
26/06/2019,3,26/06/2019 14:00,9.14,10.19504857,9.59993,9.5046,9.838728571,9.806942857
26/06/2019,4,26/06/2019 18:00,9.0355,10.16034857,9.59993,9.617996667,9.975685714,9.806942857
26/06/2019,5,26/06/2019 22:00,9.39,9.978891429,9.59993,9.47713,9.6106,9.806942857
27/06/2019,1,27/06/2019 6:00,9.2011,9.942065714,9.593056667,9.594336667,9.816028571,9.573314286
27/06/2019,2,27/06/2019 10:00,9.2112,9.893814286,9.593056667,9.581533333,9.784057143,9.573314286
27/06/2019,3,27/06/2019 14:00,9.1,9.8681,9.593056667,9.475306667,9.680157143,9.573314286
27/06/2019,4,27/06/2019 18:00,8.51,9.826957143,9.593056667,9.562513333,9.662185714,9.573314286
27/06/2019,5,27/06/2019 22:00,8.5,9.778385714,9.593056667,9.472796667,9.453457143,9.573314286
28/06/2019,1,28/06/2019 6:00,9,9.777491429,9.57977,9.582373333,9.573328571,9.474014286
28/06/2019,2,28/06/2019 10:00,9.09,9.760634286,9.57977,9.565906667,9.671371429,9.474014286
28/06/2019,3,28/06/2019 14:00,8.9,9.738062857,9.57977,9.445306667,9.558728571,9.474014286
28/06/2019,4,28/06/2019 18:00,8.22,9.695205714,9.57977,9.512853333,9.420757143,9.474014286
28/06/2019,5,28/06/2019 22:00,7,9.618637143,9.57977,9.444093333,9.377557143,9.474014286
29/06/2019,1,29/06/2019 6:00,9,9.618637143,9.556386667,9.561706667,9.476185714,9.3668
29/06/2019,2,29/06/2019 10:00,7.05,9.542948571,9.556386667,9.546573333,9.585657143,9.3668
29/06/2019,3,29/06/2019 14:00,7.1,9.46152,9.556386667,9.41964,9.441585714,9.3668
29/06/2019,4,29/06/2019 18:00,9.09,9.444662857,9.556386667,9.430223333,9.2122,9.3668
29/06/2019,5,29/06/2019 22:00,9.77,9.446948571,9.556386667,9.364493333,9.091842857,9.3668
30/06/2019,1,30/06/2019 6:00,9.22,9.43752,9.50108,9.506703333,9.376314286,9.323128571
30/06/2019,2,30/06/2019 10:00,9.22,9.430377143,9.50108,9.45824,9.171371429,9.323128571
30/06/2019,3,30/06/2019 14:00,8.9,9.41182,9.50108,9.334603333,9.073014286,9.323128571
30/06/2019,4,30/06/2019 18:00,8.9,9.390105714,9.50108,9.41152,9.126485714,9.323128571
30/06/2019,5,30/06/2019 22:00,9.19,9.368394286,9.50108,9.363493333,9.123271429,9.323128571
1/07/2019,1,1/07/2019 6:00,9.3011,9.332565714,9.50113,9.50737,9.3406,9.265985714
1/07/2019,2,1/07/2019 10:00,8.9711,9.312025714,9.50113,9.458943333,9.1243,9.265985714
1/07/2019,3,1/07/2019 14:00,8.75,9.27774,9.50113,9.32427,8.964442857,9.265985714
1/07/2019,4,1/07/2019 18:00,9.47,9.266851429,9.50113,9.391556667,8.9765,9.265985714
1/07/2019,5,1/07/2019 22:00,9.6,9.266851429,9.50113,9.353196667,8.928257143,9.265985714
2/07/2019,1,2/07/2019 6:00,9.3,9.262311429,9.510936667,9.517406667,9.285042857,9.176857143
2/07/2019,2,2/07/2019 10:00,9.4789,9.249334286,9.510936667,9.46298,8.984457143,9.176857143
2/07/2019,3,2/07/2019 14:00,9.1,9.223651429,9.510936667,9.315936667,8.807142857,9.176857143
2/07/2019,4,2/07/2019 18:00,9.2,9.207651429,9.510936667,9.404556667,8.957928571,9.176857143
2/07/2019,5,2/07/2019 22:00,8.6,9.182508571,9.510936667,9.373196667,8.948414286,9.176857143
3/07/2019,1,3/07/2019 6:00,9.2,9.182825714,9.52054,9.527406667,9.1946,9.153314286
3/07/2019,2,3/07/2019 10:00,8.8089,9.167651429,9.52054,9.478943333,8.910171429,9.153314286
3/07/2019,3,3/07/2019 14:00,8.6,9.146222857,9.52054,9.31927,8.712857143,9.153314286
3/07/2019,4,3/07/2019 18:00,8.5089,9.128191429,9.52054,9.411223333,8.917928571,9.153314286
3/07/2019,5,3/07/2019 22:00,8.2589,9.106002857,9.52054,9.343233333,8.864285714,9.153314286
4/07/2019,1,4/07/2019 6:00,8.7,9.086288571,9.49298,9.50074,9.1746,9.080357143
4/07/2019,2,4/07/2019 10:00,8.4,9.0634,9.49298,9.441243333,8.832871429,9.080357143
4/07/2019,3,4/07/2019 14:00,8.99,9.05708,9.49298,9.277936667,8.635714286,9.080357143
4/07/2019,4,4/07/2019 18:00,7.5678,9.013302857,9.49298,9.36789,8.8427,9.080357143
4/07/2019,5,4/07/2019 22:00,7.5,8.984445714,9.49298,9.288196667,8.7027,9.080357143
5/07/2019,1,5/07/2019 6:00,9.28,9.006731429,9.4581,9.467406667,9.103014286,9.111028571
5/07/2019,2,5/07/2019 10:00,8.4911,8.992191429,9.4581,9.387913333,8.716985714,9.111028571
5/07/2019,3,5/07/2019 14:00,8.5,8.975334286,9.4581,9.24827,8.62,9.111028571
5/07/2019,4,5/07/2019 18:00,7.8,8.943905714,9.4581,9.2943,8.7081,9.111028571
5/07/2019,5,5/07/2019 22:00,7.6271,8.926965714,9.4581,9.214926667,8.559842857,9.111028571
6/07/2019,1,6/07/2019 6:00,8.02,8.956108571,9.409693333,9.421446667,9.143014286,8.975585714
6/07/2019,2,6/07/2019 10:00,8.69,8.947251429,9.409693333,9.326283333,8.631428571,8.975585714
6/07/2019,3,6/07/2019 14:00,8.35,8.984394286,9.409693333,9.191333333,8.562857143,8.975585714
6/07/2019,4,6/07/2019 18:00,7.3,8.990108571,9.409693333,9.2023,8.6481,8.975585714
6/07/2019,5,6/07/2019 22:00,7.1,8.933251429,9.409693333,9.103163333,8.649428571,8.975585714
7/07/2019,1,7/07/2019 6:00,8.4,8.894108571,9.352843333,9.36578,9.003014286,8.864171429
7/07/2019,2,7/07/2019 10:00,8.41,8.870965714,9.352843333,9.284286667,8.865714286,8.864171429
7/07/2019,3,7/07/2019 14:00,9.0089,8.864934286,9.352843333,9.140666667,8.741428571,8.864171429
7/07/2019,4,7/07/2019 18:00,8.83,8.862934286,9.352843333,9.119363333,8.392385714,8.864171429
7/07/2019,5,7/07/2019 22:00,8.89,8.862648571,9.352843333,9.01656,8.268,8.864171429
8/07/2019,1,8/07/2019 6:00,8.45,8.841505714,9.319733333,9.331446667,8.885871429,8.744128571
8/07/2019,2,8/07/2019 10:00,8.5,8.818617143,9.319733333,9.252953333,8.75,8.744128571
8/07/2019,3,8/07/2019 14:00,8.25,8.798014286,9.319733333,9.131,8.756985714,8.744128571
8/07/2019,4,8/07/2019 18:00,8.5,8.790871429,9.319733333,9.110363333,8.382385714,8.744128571
8/07/2019,5,8/07/2019 22:00,8.8089,8.771982857,9.319733333,9.005226667,8.225142857,8.744128571
9/07/2019,1,9/07/2019 6:00,8.48,8.739982857,9.278023333,9.289113333,8.764285714,8.626771429
9/07/2019,2,9/07/2019 10:00,8.4,8.714268571,9.278023333,9.22162,8.6827,8.626771429
9/07/2019,3,9/07/2019 14:00,8.375,8.682728571,9.278023333,9.086,8.685557143,8.626771429
9/07/2019,4,9/07/2019 18:00,8.5,8.665585714,9.278023333,9.07903,8.243814286,8.626771429
9/07/2019,5,9/07/2019 22:00,8.0089,8.631554286,9.278023333,8.983856667,8.112128571,8.626771429
10/07/2019,1,10/07/2019 6:00,8.5089,8.628951429,9.251766667,9.26178,8.647142857,8.529285714
10/07/2019,2,10/07/2019 10:00,8.0089,8.59492,9.251766667,9.192286667,8.528571429,8.529285714
10/07/2019,3,10/07/2019 14:00,7.55,8.558951429,9.251766667,9.070166667,8.581985714,8.529285714
10/07/2019,4,10/07/2019 18:00,8.1588,8.546345714,9.251766667,9.067363333,8.143814286,8.529285714
10/07/2019,5,10/07/2019 22:00,8.21,8.537805714,9.251766667,8.996526667,8.027685714,8.529285714
11/07/2019,1,11/07/2019 6:00,8.7,8.550408571,9.225026667,9.23541,8.548414286,8.534057143
11/07/2019,2,11/07/2019 10:00,8.4089,8.542091429,9.225026667,9.158953333,8.414285714,8.534057143
11/07/2019,3,11/07/2019 14:00,8.9288,8.5572,9.225026667,9.0225,8.431985714,8.534057143
11/07/2019,4,11/07/2019 18:00,9,8.557485714,9.225026667,9.03999,8.0938,8.534057143
11/07/2019,5,11/07/2019 22:00,8.45,8.582691429,9.225026667,8.96023,8.0207,8.534057143
12/07/2019,1,12/07/2019 6:00,8.125,8.600548571,9.204806667,9.215076667,8.548414286,8.376714286
12/07/2019,2,12/07/2019 10:00,7.51,8.549977143,9.204806667,9.124916667,8.415557143,8.376714286
12/07/2019,3,12/07/2019 14:00,7.5,8.52166,9.204806667,9.00846,8.423242857,8.376714286
12/07/2019,4,12/07/2019 18:00,7.5,8.493088571,9.204806667,9.030323333,8.2984,8.376714286
12/07/2019,5,12/07/2019 22:00,7.6989,8.4902,9.204806667,8.9316,8.156414286,8.376714286
13/07/2019,1,13/07/2019 6:00,8.85,8.52514,9.167666667,9.179243333,8.383414286,8.4977
13/07/2019,2,13/07/2019 10:00,8.1,8.527425714,9.167666667,9.068583333,8.2754,8.4977
13/07/2019,3,13/07/2019 14:00,8.85,8.531997143,9.167666667,8.959126667,8.280385714,8.4977
13/07/2019,4,13/07/2019 18:00,9.3011,8.559171429,9.167666667,8.967656667,8.255542857,8.4977
13/07/2019,5,13/07/2019 22:00,8.85,8.603457143,9.167666667,8.864933333,8.166671429,8.4977
14/07/2019,1,14/07/2019 6:00,8.8011,8.65206,9.156203333,9.167576667,8.501985714,8.556342857
14/07/2019,2,14/07/2019 10:00,8.0411,8.641805714,9.156203333,9.031916667,8.191114286,8.556342857
14/07/2019,3,14/07/2019 14:00,9.1989,8.664345714,9.156203333,8.94946,8.351814286,8.556342857
14/07/2019,4,14/07/2019 18:00,9.9089,8.69006,9.156203333,8.973026667,8.541414286,8.556342857
14/07/2019,5,14/07/2019 22:00,9.2511,8.702091429,9.156203333,8.856933333,8.416671429,8.556342857
15/07/2019,1,15/07/2019 6:00,8.74,8.697805714,9.14645,9.156613333,8.559285714,8.599342857
15/07/2019,2,15/07/2019 10:00,8.74,8.706091429,9.14645,8.99262,8.138414286,8.599342857
15/07/2019,3,15/07/2019 14:00,8.8011,8.714694286,9.14645,8.953423333,8.378957143,8.599342857
15/07/2019,4,15/07/2019 18:00,9.21,8.742122857,9.14645,9.000656667,8.695542857,8.599342857
15/07/2019,5,15/07/2019 22:00,9.12,8.759837143,9.14645,8.862636667,8.468257143,8.599342857
16/07/2019,1,16/07/2019 6:00,8.35,8.746725714,9.135673333,9.145946667,8.600714286,8.625728571
16/07/2019,2,16/07/2019 10:00,8.1012,8.735902857,9.135673333,8.979286667,8.1727,8.625728571
16/07/2019,3,16/07/2019 14:00,8.0311,8.725362857,9.135673333,8.939126667,8.457685714,8.625728571
16/07/2019,4,16/07/2019 18:00,11.95,8.827505714,9.135673333,8.991323333,8.796971429,8.625728571
16/07/2019,5,16/07/2019 22:00,8.1511,8.817537143,9.135673333,8.8446,8.5127,8.625728571
17/07/2019,1,17/07/2019 6:00,9.0089,8.846108571,9.123903333,9.123946667,8.582142857,8.6942
17/07/2019,2,17/07/2019 10:00,9,8.86014,9.123903333,8.947326667,8.130014286,8.6942
17/07/2019,3,17/07/2019 14:00,8.999,8.888428571,9.123903333,8.911496667,8.408557143,8.6942
17/07/2019,4,17/07/2019 18:00,7.65,8.891285714,9.123903333,9.092693333,9.289828571,8.6942
17/07/2019,5,17/07/2019 22:00,7.75,8.879605714,9.123903333,8.80797,8.533014286,8.6942
18/07/2019,1,18/07/2019 6:00,8.4088,8.885285714,9.111113333,9.11291,8.653571429,8.6496
18/07/2019,2,18/07/2019 10:00,8.1511,8.869602857,9.111113333,8.918326667,8.2716,8.6496
18/07/2019,3,18/07/2019 14:00,7.9,8.855062857,9.111113333,8.900796667,8.615557143,8.6496
18/07/2019,4,18/07/2019 18:00,7.9292,8.826502857,9.111113333,9.04736,9.217142857,8.6496
18/07/2019,5,18/07/2019 22:00,8.1,8.800788571,9.111113333,8.756303333,8.4673,8.6496
19/07/2019,1,19/07/2019 6:00,8.1,8.790788571,9.062276667,9.063536667,8.611971429,8.6497
19/07/2019,2,19/07/2019 10:00,8.23,8.793788571,9.062276667,8.858693333,8.234771429,8.6497
19/07/2019,3,19/07/2019 14:00,7.9511,8.806391429,9.062276667,8.856463333,8.468585714,8.6497
19/07/2019,4,19/07/2019 18:00,7.65,8.810677143,9.062276667,8.995666667,9.064171429,8.6497
19/07/2019,5,19/07/2019 22:00,8.05,8.826391429,9.062276667,8.703303333,8.4173,8.6497
20/07/2019,1,20/07/2019 6:00,7.9,8.832137143,8.99236,8.995236667,8.6084,8.514028571
20/07/2019,2,20/07/2019 10:00,8.1589,8.812391429,8.99236,8.78336,8.337628571,8.514028571
20/07/2019,3,20/07/2019 14:00,7.9511,8.808137143,8.99236,8.779833333,8.533028571,8.514028571
20/07/2019,4,20/07/2019 18:00,7.6,8.772422857,8.99236,8.876333333,9.0856,8.514028571
20/07/2019,5,20/07/2019 22:00,7.6,8.72382,8.99236,8.62197,8.467457143,8.514028571
21/07/2019,1,21/07/2019 6:00,7.9,8.696677143,8.895056667,8.895236667,8.472685714,8.377985714
21/07/2019,2,21/07/2019 10:00,7.7,8.665217143,8.895056667,8.72199,8.346042857,8.377985714
21/07/2019,3,21/07/2019 14:00,7.65,8.654042857,8.895056667,8.713203333,8.404614286,8.377985714
21/07/2019,4,21/07/2019 18:00,7.51,8.605788571,8.895056667,8.789666667,8.842585714,8.377985714
21/07/2019,5,21/07/2019 22:00,7.5,8.536962857,8.895056667,8.57426,8.288885714,8.377985714
22/07/2019,1,22/07/2019 6:00,8.1,8.504074286,8.835583333,8.835903333,8.343957143,8.285142857
22/07/2019,2,22/07/2019 10:00,8.5,8.497217143,8.835583333,8.655656667,8.297314286,8.285142857
22/07/2019,3,22/07/2019 14:00,8.09,8.478645714,8.835583333,8.644203333,8.183342857,8.285142857
22/07/2019,4,22/07/2019 18:00,7.8,8.450042857,8.835583333,8.717336667,8.499885714,8.285142857
22/07/2019,5,22/07/2019 22:00,7.89,8.412328571,8.835583333,8.52426,8.038728571,8.285142857
23/07/2019,1,23/07/2019 6:00,8.04,8.381471429,8.78226,8.7826,8.252528571,8.1957
23/07/2019,2,23/07/2019 10:00,7.8511,8.367217143,8.78226,8.607323333,8.263028571,8.1957
23/07/2019,3,23/07/2019 14:00,7.7888,8.358291429,8.78226,8.591203333,8.081757143,8.1957
23/07/2019,4,23/07/2019 18:00,7.8,8.351688571,8.78226,8.654336667,8.298457143,8.1957
23/07/2019,5,23/07/2019 22:00,8.25,8.245974286,8.78226,8.468926667,7.863014286,8.1957
24/07/2019,1,24/07/2019 6:00,8.01,8.241942857,8.732886667,8.734933333,8.208242857,8.061542857
24/07/2019,2,24/07/2019 10:00,8.24,8.219974286,8.732886667,8.55071,8.2273,8.061542857
24/07/2019,3,24/07/2019 14:00,8.11,8.194545714,8.732886667,8.52883,8.047142857,8.061542857
24/07/2019,4,24/07/2019 18:00,8.5511,8.181748571,8.732886667,8.582673333,7.7056,8.061542857
24/07/2019,5,24/07/2019 22:00,7.8089,8.186288571,8.732886667,8.39209,7.877142857,8.061542857
25/07/2019,1,25/07/2019 6:00,7.7,8.18486,8.677263333,8.678933333,8.065542857,7.965657143
25/07/2019,2,25/07/2019 10:00,7.69,8.164322857,8.677263333,8.49371,8.118728571,7.965657143
25/07/2019,3,25/07/2019 14:00,7.8,8.154291429,8.677263333,8.470793333,7.920142857,7.965657143
25/07/2019,4,25/07/2019 18:00,8.4,8.168577143,8.677263333,8.54771,7.834328571,7.965657143
25/07/2019,5,25/07/2019 22:00,8.1,8.173457143,8.677263333,8.33709,7.885557143,7.965657143
26/07/2019,1,26/07/2019 6:00,8.1,8.173457143,8.60412,8.604496667,7.964285714,7.965928571
26/07/2019,2,26/07/2019 10:00,8.1,8.173457143,8.60412,8.416746667,8.052857143,7.965928571
26/07/2019,3,26/07/2019 14:00,7.9,8.164028571,8.60412,8.40546,7.905857143,7.965928571
26/07/2019,4,26/07/2019 18:00,8.33,8.174854286,8.60412,8.51171,7.901585714,7.965928571
26/07/2019,5,26/07/2019 22:00,7.6388,8.174534286,8.60412,8.300793333,7.885557143,7.965928571
27/07/2019,1,27/07/2019 6:00,7.65,8.163105714,8.56279,8.563163333,7.964285714,7.929214286
27/07/2019,2,27/07/2019 10:00,7.65,8.155962857,8.56279,8.37508,8.034285714,7.929214286
27/07/2019,3,27/07/2019 14:00,7.5,8.137137143,8.56279,8.364126667,7.898557143,7.929214286
27/07/2019,4,27/07/2019 18:00,7.5,8.124248571,8.56279,8.488193333,7.998728571,7.929214286
27/07/2019,5,27/07/2019 22:00,7.26,8.114534286,8.56279,8.24242,7.826814286,7.929214286
28/07/2019,1,28/07/2019 6:00,8.4,8.137391429,8.511433333,8.51146,7.928571429,7.997357143
28/07/2019,2,28/07/2019 10:00,7.995,8.140105714,8.511433333,8.32304,7.961585714,7.997357143
28/07/2019,3,28/07/2019 14:00,8.1,8.151534286,8.511433333,8.310793333,7.834114286,7.997357143
28/07/2019,4,28/07/2019 18:00,7.7,8.152962857,8.511433333,8.454526667,7.984442857,7.997357143
28/07/2019,5,28/07/2019 22:00,8.0911,8.169565714,8.511433333,8.201086667,7.778242857,7.997357143
29/07/2019,1,29/07/2019 6:00,8,8.183851429,8.49103,8.49146,8,7.9809
29/07/2019,2,29/07/2019 10:00,8.1,8.183851429,8.49103,8.28654,8.003728571,7.9809
29/07/2019,3,29/07/2019 14:00,7.7888,8.163531429,8.49103,8.284126667,7.8984,7.9809
29/07/2019,4,29/07/2019 18:00,7.8,8.155245714,8.49103,8.437193333,8.011585714,7.9809
29/07/2019,5,29/07/2019 22:00,7.6,8.149531429,8.49103,8.237456667,7.862685714,7.9809
30/07/2019,1,30/07/2019 6:00,8.9,8.178388571,8.458883333,8.458126667,7.985714286,8.0977
30/07/2019,2,30/07/2019 10:00,8.35,8.187245714,8.458883333,8.32154,7.946585714,8.0977
30/07/2019,3,30/07/2019 14:00,7.74,8.184071429,8.458883333,8.307086667,7.855371429,8.0977
30/07/2019,4,30/07/2019 18:00,8.2,8.19582,8.458883333,8.394193333,8.011585714,8.0977
30/07/2019,5,30/07/2019 22:00,8.7111,8.221851429,8.458883333,8.165123333,7.821257143,8.0977
31/07/2019,1,31/07/2019 6:00,9.2,8.248994286,8.446953333,8.44746,8.108571429,8.259871429
31/07/2019,2,31/07/2019 10:00,9.21,8.28328,8.446953333,8.29254,8.017857143,8.259871429
31/07/2019,3,31/07/2019 14:00,8.7211,8.297025714,8.446953333,8.26842,7.8484,8.259871429
31/07/2019,4,31/07/2019 18:00,8.369,8.304425714,8.446953333,8.37086,8.068728571,8.259871429
31/07/2019,5,31/07/2019 22:00,8.1,8.291537143,8.446953333,8.14916,7.887128571,8.259871429
1/08/2019,1,1/08/2019 6:00,8.9899,8.32528,8.442503333,8.44409,8.278571429,8.436042857
1/08/2019,2,1/08/2019 10:00,8.4,8.34528,8.442503333,8.300503333,8.156428571,8.436042857
1/08/2019,3,1/08/2019 14:00,8.1111,8.357311429,8.442503333,8.267456667,7.9357,8.436042857
1/08/2019,4,1/08/2019 18:00,8.12,8.366454286,8.442503333,8.33416,8.042714286,8.436042857
1/08/2019,5,1/08/2019 22:00,8.2,8.36074,8.442503333,8.09916,7.928714286,8.436042857
2/08/2019,1,2/08/2019 6:00,8.8,8.38074,8.431263333,8.433753333,8.462842857,8.5332
2/08/2019,2,2/08/2019 10:00,8.1211,8.381342857,8.431263333,8.26454,8.257857143,8.5332
2/08/2019,3,2/08/2019 14:00,8.1212,8.381948571,8.431263333,8.234493333,7.980142857,8.5332
2/08/2019,4,2/08/2019 18:00,8.35,8.394805714,8.431263333,8.29816,8.002714286,8.5332
2/08/2019,5,2/08/2019 22:00,7.99,8.385091429,8.431263333,8.085826667,7.943,8.5332
3/08/2019,1,3/08/2019 6:00,8.5,8.409697143,8.418096667,8.42042,8.562842857,8.651471429
3/08/2019,2,3/08/2019 10:00,8.0211,8.4203,8.418096667,8.241613333,8.260871429,8.651471429
3/08/2019,3,3/08/2019 14:00,8.4,8.441728571,8.418096667,8.218533333,8.011742857,8.651471429
3/08/2019,4,3/08/2019 18:00,8.6977,8.475948571,8.418096667,8.292863333,8.005571429,8.651471429
3/08/2019,5,3/08/2019 22:00,8.1,8.493091429,8.418096667,8.076863333,7.993171429,8.651471429
4/08/2019,1,4/08/2019 6:00,8.6888,8.533914286,8.41136,8.413753333,8.684271429,8.692385714
4/08/2019,2,4/08/2019 10:00,8.0501,8.523917143,8.41136,8.228983333,8.313885714,8.692385714
4/08/2019,3,4/08/2019 14:00,8.0584,8.525728571,8.41136,8.198866667,8.140314286,8.692385714
4/08/2019,4,4/08/2019 18:00,8.3411,8.532617143,8.41136,8.330526667,8.176671429,8.692385714
4/08/2019,5,4/08/2019 22:00,8.2089,8.547157143,8.41136,8.096863333,8.113171429,8.692385714
5/08/2019,1,5/08/2019 6:00,8.2169,8.550751429,8.393346667,8.394046667,8.725528571,8.7242
5/08/2019,2,5/08/2019 10:00,8,8.550751429,8.393346667,8.214283333,8.321757143,8.7242
5/08/2019,3,5/08/2019 14:00,8.15,8.55218,8.393346667,8.184146667,8.134371429,8.7242
5/08/2019,4,5/08/2019 18:00,8.06,8.559928571,8.393346667,8.348563333,8.268257143,8.7242
5/08/2019,5,5/08/2019 22:00,8.25,8.572785714,8.393346667,8.116256667,8.13,8.7242
6/08/2019,1,6/08/2019 6:00,8.598,8.6013,8.400226667,8.40061,8.756514286,8.693985714
6/08/2019,2,6/08/2019 10:00,8.698,8.595528571,8.400226667,8.191283333,8.307471429,8.693985714
6/08/2019,3,6/08/2019 14:00,8.85,8.609814286,8.400226667,8.17748,8.185971429,8.693985714
6/08/2019,4,6/08/2019 18:00,9.2,8.651528571,8.400226667,8.373896667,8.3054,8.693985714
6/08/2019,5,6/08/2019 22:00,8.7,8.665814286,8.400226667,8.15459,8.222857143,8.693985714
7/08/2019,1,7/08/2019 6:00,8.969,8.673182857,8.407243333,8.40721,8.713371429,8.661185714
7/08/2019,2,7/08/2019 10:00,8.1511,8.643214286,8.407243333,8.200883333,8.357185714,8.661185714
7/08/2019,3,7/08/2019 14:00,8.151,8.612957143,8.407243333,8.172183333,8.344542857,8.661185714
7/08/2019,4,7/08/2019 18:00,8.1989,8.598037143,8.407243333,8.38623,8.448257143,8.661185714
7/08/2019,5,7/08/2019 22:00,8.16,8.592065714,8.407243333,8.148256667,8.221271429,8.661185714
8/08/2019,1,8/08/2019 6:00,8.969,8.616894286,8.42315,8.42451,8.680371429,8.655485714
8/08/2019,2,8/08/2019 10:00,8.151,8.592925714,8.42315,8.189253333,8.205914286,8.655485714
8/08/2019,3,8/08/2019 14:00,8.151,8.585811429,8.42315,8.168883333,8.2631,8.655485714
8/08/2019,4,8/08/2019 18:00,8.1989,8.58832,8.42315,8.376193333,8.423957143,8.655485714
8/08/2019,5,8/08/2019 22:00,8.7089,8.605145714,8.42315,8.126626667,8.229842857,8.655485714
9/08/2019,1,9/08/2019 6:00,9.4889,8.641971429,8.437963333,8.44081,8.677385714,8.756985714
9/08/2019,2,9/08/2019 10:00,9.092,8.650314286,8.437963333,8.180953333,8.170342857,8.756985714
9/08/2019,3,9/08/2019 14:00,8.73,8.667711429,8.437963333,8.161416667,8.2688,8.756985714
9/08/2019,4,9/08/2019 18:00,9.2,8.698534286,8.437963333,8.366156667,8.435228571,8.756985714
9/08/2019,5,9/08/2019 22:00,10.1,8.748534286,8.437963333,8.14996,8.302542857,8.756985714
10/08/2019,1,10/08/2019 6:00,9.4889,8.79136,8.471226667,8.473476667,8.7758,8.895357143
10/08/2019,2,10/08/2019 10:00,9.5999,8.822785714,8.471226667,8.217056667,8.309042857,8.895357143
10/08/2019,3,10/08/2019 14:00,9.1999,8.856465714,8.471226667,8.20075,8.355771429,8.895357143
10/08/2019,4,10/08/2019 18:00,9.1,8.876465714,8.471226667,8.400863333,8.556657143,8.895357143
10/08/2019,5,10/08/2019 22:00,8.0089,8.856785714,8.471226667,8.21296,8.603971429,8.895357143
11/08/2019,1,11/08/2019 6:00,8.7011,8.87396,8.495663333,8.499773333,8.917071429,8.901757143
11/08/2019,2,11/08/2019 10:00,8.7011,8.874311429,8.495663333,8.256756667,8.534585714,8.901757143
11/08/2019,3,11/08/2019 14:00,8.512,8.887508571,8.495663333,8.209786667,8.470042857,8.901757143
11/08/2019,4,11/08/2019 18:00,8.5,8.900125714,8.495663333,8.404196667,8.614128571,8.901757143
11/08/2019,5,11/08/2019 22:00,8.2089,8.896348571,8.495663333,8.198256667,8.590957143,8.901757143
12/08/2019,1,12/08/2019 6:00,8.7011,8.910411429,8.515856667,8.518976667,8.918828571,8.966871429
12/08/2019,2,12/08/2019 10:00,8.0011,8.904245714,8.515856667,8.29646,8.627585714,8.966871429
12/08/2019,3,12/08/2019 14:00,8.0011,8.904277143,8.515856667,8.24352,8.534842857,8.966871429
12/08/2019,4,12/08/2019 18:00,8.2,8.905705714,8.515856667,8.43753,8.636828571,8.966871429
12/08/2019,5,12/08/2019 22:00,8.969,8.931677143,8.515856667,8.215256667,8.590957143,8.966871429
